Direct Threshold	Averaged Threshold	Accuracy	Red F1	Red Precision	Red Recall	Green F1	Green Precision	Green Recall
0.024	0.194	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.196	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.198	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.2	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.02	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.022	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.024	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.026	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.028	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.03	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.032	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.034	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.036	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.038	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.04	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.042	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.044	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.046	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.048	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.05	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.052	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.054	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.056	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.058	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.06	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.062	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.064	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.066	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.068	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.07	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.072	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.074	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.076	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.078	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.08	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.082	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.084	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.086	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.088	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.09	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.092	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.094	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.096	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.098	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.1	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.102	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.104	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.106	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.108	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.11	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.112	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.114	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.116	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.118	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.12	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.122	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.124	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.126	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.128	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.13	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.132	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.134	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.136	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.138	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.14	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.142	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.144	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.146	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.148	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.15	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.152	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.154	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.156	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.158	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.16	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.162	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.164	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.166	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.168	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.026	0.17	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
