Direct Threshold	Averaged Threshold	Accuracy	Red F1	Red Precision	Red Recall	Green F1	Green Precision	Green Recall
0.65	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.66	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.67	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.68	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.69	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.7	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.71	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.72	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.73	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.74	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.75	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.76	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.77	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.78	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.79	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.8	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.81	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.82	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.83	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.84	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.85	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.86	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.87	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.88	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.89	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.9	0.13	0.1933	0.2427	0.1381	1.0	0.1369	1.0	0.0735	
0.1	0.14	0.1441	0.232	0.1312	1.0	0.0335	1.0	0.017	
0.11	0.14	0.1589	0.2352	0.1332	1.0	0.0658	1.0	0.034	
0.12	0.14	0.167	0.2369	0.1344	1.0	0.083	1.0	0.0433	
0.13	0.14	0.1731	0.2382	0.1352	1.0	0.0957	1.0	0.0503	
