Direct Threshold	Averaged Threshold	Accuracy	Red F1	Red Precision	Red Recall	Green F1	Green Precision	Green Recall	Red F2R1P
0.024	0.05	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.052000000000000005	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.054000000000000006	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.055999999999999994	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.057999999999999996	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.06	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.062	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.064	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.066	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.068	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.07	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.07200000000000001	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.07400000000000001	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.076	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.078	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.08	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.08199999999999999	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.084	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.086	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.08800000000000001	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.09	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
